char,pron
六十七萬,luk5 sip6 cit5 man4
六十九萬,luk5 sip6 giu3 man4
六十一萬,luk5 sip6 yit5 man4
六十二萬,luk5 sip6 ngi4 man4
六十六萬,luk5 sip6 luk5 man4
六十五萬,luk5 sip6 ng3 man4
六十三萬,luk5 sip6 sam1 man4
六十四萬,luk5 sip6 si4 man4
六兆,luk5 cau4
六箱,luk5 siong1
六雙,luk5 sung1
六灘,luk5 tan1
六題,luk5 ti2
六趟,luk5 tong4
六户,luk5 fu4
六碗,luk5 von3
六盞,luk5 zan3
六則,luk5 zet5
六幀,luk5 zin1
六載,luk5 zai3
六盅,luk5 zung1
六株,luk5 zu1
六尊,luk5 zun1
龍翔官立中學,lung2 siong2 gon1 lip6 zung1 hok6
龍鼓水道,lung2 gu3 sui3 tau4
龍鼓上灘,lung2 gu3 song4 tan1
龍欣道,lung2 hiun1 tau4
龍涎道,lung2 yen2 tau4
龍駒道,lung2 ki1 tau4
龍落水,lung2 lok6 sui3
龍尾頂,lung2 mui1 dang3
龍坪道,lung2 piang2 tau4
龍蟠街,lung2 pan2 gai1
龍蟠苑商場,lung2 pan2 yen4 song1 cong2
龍華街,lung2 fa2 gai1
龍仔村,lung2 zai3 cun1
龍仔村路,lung2 zai3 cun1 lu4
龍仔悟園,lung2 zai3 ngu4 yen2
聯興街,lien2 hin1 gai1
孖崗山,ma1 gong1 san1
孖沙街,ma1 sa1 gai1
孖庶街,ma1 su4 gai1
孖仔排,ma1 zai3 pai2
孖洲,ma1 ziu1
麻包嶺,ma2 bau1 liang1
麻雀嶺,ma2 ziok5 liang1
馬寶道,ma1 bau3 tau4
馬背村,ma1 boi4 cun1
馬卓安爵士,ma1 zok5 on1 ziok5 su4
馬錦明慈善基金馬陳端喜紀念中學,ma1 gim3 min2 cu2 sen4 gi1 gim1 ma1 cin2 don1 hi3 gi3 ngiam4 zung1 hok6
馬錦明慈善基金馬可賓紀念中學,ma1 gim3 min2 cu2 sen4 gi1 gim1 ma1 ko3 bin1 gi3 ngiam4 zung1 hok6
馬錦明中學,ma1 gim3 min2 zung1 hok6
馬己仙峽道,ma1 gi3 sien1 hiap6 tau4
馬景華,ma1 gin3 fa2
瑪歌大道,ma1 go1 tai4 tau4
馬君正,ma1 giun1 zin4
馬可尼道,ma1 ko3 li2 tau4
瑪利曼中學,ma1 li4 man4 zung1 hok6
瑪利諾中學,ma1 li4 lok5 zung1 hok6
馬鞍山海濱長廊,ma1 on1 san1 hoi3 bin1 cong2 long2
馬鞍山繞道,ma1 on1 san1 ngiau3 tau4
馬鞍山靈糧小學,ma1 on1 san1 lin2 liong2 siau3 hok6
馬鞍山信義學校,ma1 on1 san1 sin4 ngi4 hok6 gau3
馬鞍山聖若瑟中學,ma1 on1 san1 sin4 yok6 set5 zung1 hok6
馬鞍山崇真中學,ma1 on1 san1 cung2 zin1 zung1 hok6
馬頭嶺,ma1 teu2 liang1
馬灣後街,ma1 van1 heu4 gai1
馬灣美經援村,ma1 van1 mui1 gin1 yen1 cun1
馬仔坑道,ma1 zai3 hang1 tau4
馬振玉紀念中學,ma1 zin3 ngiuk6 gi3 ngiam4 zung1 hok6
萬金中心,man4 gim1 zung1 sim1
茅平山,mau2 pin2 san1
茅湖仔,mau2 fu2 zai3
米度適道,mi3 tu4 sit5 tau4
米粉頂,mi3 fun3 dang3
米萊諾大道,mi3 loi2 lok5 tai4 tau4
麥德強,mak6 det5 kiong2
麥理浩夫人度假村,mak6 li1 hau3 fu1 ngin2 tu4 ga3 cun1
墨西卡利,met6 si1 ka1 li4
文成街,vun2 sin2 gai1
文運道,vun2 yun4 tau4
文質路,vun2 zit5 lu4
民眾安全服務處,min2 zung4 on1 cien2 fuk6 vu4 cu4
民眾安全服務處,min2 zung4 on1 cien2 fuk6 vu4 cu3
繆騫人,miu2 ken1 ngin2
瞇縫,mi1 pung4
美青路,mui1 ciang1 lu4
美冬大道,mui1 dung1 tai4 tau4
美麗華廣場,mui1 li4 fa2 gong3 cong2
美麗華旅遊,mui1 li4 fa2 li3 yiu2
美樂花園商場,mui1 lok6 fa1 yen2 song1 cong2
美樂里,mui1 lok6 li1
美滿里,mui1 man1 li1
美善同道,mui1 sen4 tung2 tau4
美華街,mui1 fa2 gai1
明道小學,min2 tau4 siau3 hok6
名果店,min2 go3 diam4
名苑,min2 yen4
明愛柴灣馬登基金中學,min2 oi4 cai2 van1 ma1 den1 gi1 gim1 zung1 hok6
明愛粉嶺陳震夏中學,min2 oi4 fun3 liang1 cin2 zin3 ha4 zung1 hok6
明愛元朗陳震夏中學,min2 oi4 ngien2 long3 cin2 zin3 ha4 zung1 hok6
明愛馬鞍山中學,min2 oi4 ma1 on1 san1 zung1 hok6
明愛聖若瑟中學,min2 oi4 sin4 yok6 set5 zung1 hok6
明愛屯門馬登基金中學,min2 oi4 tun2 mun2 ma1 den1 gi1 gim1 zung1 hok6
明愛胡振中中學,min2 oi4 fu2 zin3 zung1 zung1 hok6
明愛莊月明中學,min2 oi4 zong1 ngiet6 min2 zung1 hok6
名成街,min2 sin2 gai1
廟背,miau4 boi4
妙法寺劉金龍中學,miau4 fap5 su4 liu2 gim1 lung2 zung1 hok6
繆家慶,miu4 ga1 kin4
繆浩昌,miu4 hau3 cong1
廟仔,miau4 zai3
廟仔墩,miau4 zai3 dun1
摩爾多瓦人,mo2 li3 do1 nga3 ngin2
摩理臣山道,mo2 li1 sin2 san1 tau4
摩羅廟交加街,mo2 lo2 miau4 gau1 ga1 gai1
摩羅上街,mo2 lo2 song4 gai1
磨刀坑,mo2 dau1 hang1
磨洲,mo2 ziu1
莫里茲大道,mok6 li1 zu1 tai4 tau4
芒洲仔,mong2 ziu1 zai3
慕德中學,mu4 det5 zung1 hok6
慕禮道,mu4 li1 tau4
煤場道,moi2 cong2 tau4
玫瑰花園商場,moi2 gui1 fa1 yen2 song1 cong2
玫瑰街,moi2 gui1 gai1
玫瑰崗學校,moi2 gui1 gong1 hok6 gau3
玫瑰崗中學,moi2 gui1 gong1 zung1 hok6
玫瑰里,moi2 gui1 li1
梅窩學校,moi2 vo1 hok6 gau3
每頂,mui1 dang3
每滴,mui1 tit6
每番,mui1 fan1
每啤,mui1 pia1
沐恩中學,muk6 en1 zung1 hok6
睦誠道,muk5 sin2 tau4
滿記甜品,man1 gi4 tiam2 pin3
滿樂潮州,man1 lok6 cau2 ziu1
滿樂大廈,man1 lok6 tai4 ha4
滿田里,man1 tien2 li1
哪把,lai4 ba3
哪班,lai4 ban1
哪筆,lai4 bit5
哪部,lai4 pu4
哪杯,lai4 bui1
哪本,lai4 bun3
哪層,lai4 cen2
哪齣,lai4 cut5
哪桌,lai4 zok5
哪場,lai4 cong2
哪束,lai4 suk5
哪串,lai4 con4
哪頂,lai4 dang3
哪堆,lai4 doi1
哪對,lai4 dui4
哪隊,lai4 dui4
哪頓,lai4 un4
哪滴,lai4 tit6
那滴,la3 tit6
哪點,lai4 diam3
哪碟,lai4 tiap6
哪朵,lai4 do3
哪道,lai4 tau4
哪段,lai4 ton4
哪塊,lai4 kai4
哪番,lai4 fan1
哪份,lai4 fun4
哪棵,lai4 ko1
哪副,lai4 fu4
哪記,lai4 gi4
哪句,lai4 gi4
哪具,lai4 ki3
哪件,lai4 kien4
哪缸,lai4 gong1
哪股,lai4 gu3
哪罐,lai4 gon4
哪行,lai4 hong2
哪級,lai4 kip5
哪羣,lai4 kiun2
哪縷,lai4 leu3
哪籮,lai4 lo2
哪尾,lai4 mui1
哪面,lai4 mien4
哪名,lai4 min2
哪枚,lai4 moi2
哪門,lai4 mun2
哪粒,lai4 lip5
哪年,lai4 ngien2
哪匹,lai4 pit5
哪疋,lai4 pit5
哪篇,lai4 pien1
哪瓶,lai4 pin2
哪艘,lai4 seu3
哪首,lai4 siu3
哪絲,lai4 su1
哪是,lai4 si4
哪扇,lai4 sien4
哪聲,lai4 sang1
哪所,lai4 so3
哪箱,lai4 siong1
哪雙,lai4 sung1
哪灘,lai4 tan1
哪題,lai4 ti2
哪條,lai4 tiau2
哪台,lai4 toi2
哪趟,lai4 tong4
哪套,lai4 tau4
哪團,lai4 ton2
哪户,lai4 fu4
那户,la3 fu4
哪碗,lai4 von3
哪盞,lai4 zan3
哪則,lai4 zet5
哪支,lai4 zi1
哪席,lai4 cit6
哪幀,lai4 zin1
哪節,lai4 ziet5
哪張,lai4 zong1
哪宗,lai4 zung1
哪株,lai4 zu1
哪尊,lai4 zun1
南邊圍六里,lam2 bien1 vui2 luk5 li1
南邊圍三里,lam2 bien1 vui2 sam1 li1
南丁格爾路,lam2 den1 gak5 li3 lu4
南海傍路,lam2 hoi3 pong4 lu4
男兒當入樽,lam2 yi2 dong1 ngip6 zun1
南朗山道,lam2 long3 san1 tau4
南蛇塘,lam2 sa2 tong2
南塔拉瓦,lam2 tap5 lai1 nga3
南屯門官立中學,lam2 tun2 mun2 gon1 lip6 zung1 hok6
南華莆,lam2 fa2 pu2
南灣道,lam2 van1 tau4
南灣山頂新村,lam2 van1 san1 dang3 sin1 cun1
難過水,lan2 go4 sui3
納沙泰爾大道,lap6 sa1 tai4 li3 tai4 tau4
稔凹,lem3 au4
稔埔村,lem3 bu4 cun1
稔園,lem3 yen2
稔樹灣,lem3 su4 van1
稔樹灣村,lem3 su4 van1 cun1
稔灣,lem3 van1
稔灣路,lem3 van1 lu4
吳祥川紀念中學,ng2 siong2 con1 gi3 ngiam4 zung1 hok6
吳官正,ng2 gon1 zin4
吳志強,ng2 zi4 kiong2
五百八十六,ng3 bak5 bat5 sip6 luk5
五百八十三,ng3 bak5 bat5 sip6 sam1
五百七十六,ng3 bak5 cit5 sip6 luk5
五百七十三,ng3 bak5 cit5 sip6 sam1
五百九十六,ng3 bak5 giu3 sip6 luk5
五百九十三,ng3 bak5 giu3 sip6 sam1
五百一十六,ng3 bak5 yit5 sip6 luk5
五百一十三,ng3 bak5 yit5 sip6 sam1
五百二十六,ng3 bak5 ngi4 sip6 luk5
五百二十三,ng3 bak5 ngi4 sip6 sam1
五百六十八,ng3 bak5 luk5 sip6 bat5
五百六十七,ng3 bak5 luk5 sip6 cit5
五百六十九,ng3 bak5 luk5 sip6 giu3
五百六十一,ng3 bak5 luk5 sip6 yit5
五百六十二,ng3 bak5 luk5 sip6 ngi4
五百六十六,ng3 bak5 luk5 sip6 luk5
五百六十萬,ng3 bak5 luk5 sip6 man4
五百六十五,ng3 bak5 luk5 sip6 ng3
五百六十三,ng3 bak5 luk5 sip6 sam1
五百六十四,ng3 bak5 luk5 sip6 si4
五百五十六,ng3 bak5 ng3 sip6 luk5
五百五十三,ng3 bak5 ng3 sip6 sam1
五百三十八,ng3 bak5 sam1 sip6 bat5
五百三十七,ng3 bak5 sam1 sip6 cit5
五百三十九,ng3 bak5 sam1 sip6 giu3
五百三十一,ng3 bak5 sam1 sip6 yit5
五百三十二,ng3 bak5 sam1 sip6 ngi4
五百三十六,ng3 bak5 sam1 sip6 luk5
五百三十萬,ng3 bak5 sam1 sip6 man4
五百三十五,ng3 bak5 sam1 sip6 ng3
五百三十三,ng3 bak5 sam1 sip6 sam1
五百三十四,ng3 bak5 sam1 sip6 si4
五百四十六,ng3 bak5 si4 sip6 luk5
五百四十三,ng3 bak5 si4 sip6 sam1
五旬節林漢光中學,ng3 sun2 ziet5 lim2 hon4 gong1 zung1 hok6
五旬節中學,ng3 sun2 ziet5 zung1 hok6
五千兩百萬,ng3 cien1 liong1 bak5 man4
五千六百萬,ng3 cien1 luk5 bak5 man4
五千三百萬,ng3 cien1 sam1 bak5 man4
五頂,ng3 dang3
五滴,ng3 tit6
五棵,ng3 ko1
五鼓嶺,ng3 gu3 liang1
伍季明紀念學校,ng3 gui4 min2 gi3 ngiam4 hok6 gau3
五邑司徒浩中學,ng3 yip5 su1 tu2 hau3 zung1 hok6
五邑鄒振猷學校,ng3 yip5 zeu1 zin3 yiu2 hok6 gau3
伍若瑜夫人紀念中學,ng3 yok6 yi2 fu1 ngin2 gi3 ngiam4 zung1 hok6
五育中學,ng3 yuk5 zung1 hok6
五六把,ng3 luk5 ba3
五六班,ng3 luk5 ban1
五六筆,ng3 luk5 bit5
五六部,ng3 luk5 pu4
五六杯,ng3 luk5 bui1
五六本,ng3 luk5 bun3
五六層,ng3 luk5 cen2
五六尺,ng3 luk5 cak5
五六齣,ng3 luk5 cut5
五六桌,ng3 luk5 zok5
五六場,ng3 luk5 cong2
五六束,ng3 luk5 suk5
五六串,ng3 luk5 con4
五六吋,ng3 luk5 cun4
五六寸,ng3 luk5 cun4
五六打,ng3 luk5 da1
五六頂,ng3 luk5 dang3
五六堆,ng3 luk5 doi1
五六對,ng3 luk5 dui4
五六隊,ng3 luk5 dui4
五六噸,ng3 luk5 dun1
五六頓,ng3 luk5 un4
五六滴,ng3 luk5 tit6
五六碟,ng3 luk5 tiap6
五六朵,ng3 luk5 do3
五六度,ng3 luk5 tu4
五六道,ng3 luk5 tau4
五六段,ng3 luk5 ton4
五六塊,ng3 luk5 kai4
五六番,ng3 luk5 fan1
五六份,ng3 luk5 fun4
五六伙,ng3 luk5 fo3
五六棵,ng3 luk5 ko1
五六顆,ng3 luk5 ko3
五六方,ng3 luk5 fong1
五六副,ng3 luk5 fu4
五六服,ng3 luk5 fuk6
五六家,ng3 luk5 ga1
五六架,ng3 luk5 ga4
五六格,ng3 luk5 gak5
五六間,ng3 luk5 gan1
五六斤,ng3 luk5 gin1
五六記,ng3 luk5 gi4
五六句,ng3 luk5 gi4
五六具,ng3 luk5 ki3
五六件,ng3 luk5 kien4
五六缸,ng3 luk5 gong1
五六股,ng3 luk5 gu3
五六罐,ng3 luk5 gon4
五六掛,ng3 luk5 ga4
五六下,ng3 luk5 ha4
五六行,ng3 luk5 hong2
五六項,ng3 luk5 hong4
五六毫,ng3 luk5 hau2
五六樣,ng3 luk5 yong4
五六級,ng3 luk5 kip5
五六羣,ng3 luk5 kiun2
五六拳,ng3 luk5 kien2
五六縷,ng3 luk5 leu3
五六厘,ng3 luk5 li2
五六列,ng3 luk5 liet6
五六籮,ng3 luk5 lo2
五六両,ng3 luk5 liong3
五六尾,ng3 luk5 mui1
五六面,ng3 luk5 mien4
五六名,ng3 luk5 min2
五六枚,ng3 luk5 moi2
五六門,ng3 luk5 mun2
五六粒,ng3 luk5 lip5
五六排,ng3 luk5 pai2
五六泡,ng3 luk5 pau1
五六匹,ng3 luk5 pit5
五六疋,ng3 luk5 pit5
五六啤,ng3 luk5 pia1
五六篇,ng3 luk5 pien1
五六瓶,ng3 luk5 pin2
五六撇,ng3 luk5 piet5
五六倍,ng3 luk5 pui4
五六艘,ng3 luk5 seu3
五六首,ng3 luk5 siu3
五六扇,ng3 luk5 sien4
五六聲,ng3 luk5 sang1
五六所,ng3 luk5 so3
五六箱,ng3 luk5 siong1
五六雙,ng3 luk5 sung1
五六灘,ng3 luk5 tan1
五六題,ng3 luk5 ti2
五六頭,ng3 luk5 teu2
五六條,ng3 luk5 tiau2
五六台,ng3 luk5 toi2
五六趟,ng3 luk5 tong4
五六堂,ng3 luk5 tong2
五六套,ng3 luk5 tau4
五六團,ng3 luk5 ton2
五六户,ng3 luk5 fu4
五六碗,ng3 luk5 von3
五六盞,ng3 luk5 zan3
五六則,ng3 luk5 zet5
五六隻,ng3 luk5 zak5
五六支,ng3 luk5 zi1
五六席,ng3 luk5 cit6
五六幀,ng3 luk5 zin1
五六節,ng3 luk5 ziet5
五六張,ng3 luk5 zong1
五六載,ng3 luk5 zai3
五六宗,ng3 luk5 zung1
五六盅,ng3 luk5 zung1
五六種,ng3 luk5 zung3
五六株,ng3 luk5 zu1
五六尊,ng3 luk5 zun1
五泡,ng3 pau1
五啤,ng3 pia1
五十三萬,ng3 sip6 sam1 man4
伍時暢紀念學校,ng3 si2 cong4 gi3 ngiam4 hok6 gau3
伍少梅中學,ng3 sau4 moi2 zung1 hok6
五户,ng3 fu4
五載,ng3 zai3
雅賓利道,nga3 bin1 li4 tau4
瓦爾帕萊索,nga3 li3 pa4 loi2 sok5
瓦拉德卡,nga3 lai1 det5 ka1
雅麗道,nga3 li4 tau4
瓦勒他,nga3 let5 ta1
雅息士道,nga3 sit5 su4 tau4
捱打受氣,ngai2 da3 siu4 hi4
捱打受罵,ngai2 da3 siu4 ma4
艾維奧大道,ngioi4 vui2 au4 tai4 tau4
銀池道,ngiun2 ci2 tau4
銀行街,ngiun2 hong2 gai1
銀影路,ngiun2 yang3 lu4
牛凹,ngiu2 au4
牛背窩,ngiu2 boi4 vo1
牛牯嶺,ngiu2 gu3 liang1
牛湖頂,ngiu2 fu2 dang3
鵝髻頂,ngo2 gi4 dang3
昂平路,ngong2 pin2 lu4
昂船凹,ngong2 son2 au4
翱翔道,gau1 siong2 tau4
寧波第二中學,len2 bo1 ti4 ngi4 zung1 hok6
寧波二中,len2 bo1 ngi4 zung1
寧華街,len2 fa2 gai1
聶歌信山道,ngiap5 go1 sin4 san1 tau4
諾克少,lok5 ket5 sau4
農圃道官立小學,lung2 pu3 tau4 gon1 lip6 siau3 hok6
柯士甸道西,ko1 su4 tien4 tau4 si1
柯士甸山道,ko1 su4 tien4 san1 tau4
愛丁堡廣場,oi4 den1 bau3 gong3 cong2
愛秩序灣道,oi4 zit5 si4 van1 tau4
愛琴道,oi4 kim2 tau4
愛勤道,oi4 kiun2 tau4
愛信道,oi4 sin4 tau4
安德道,on1 det5 tau4
安定道,on1 tin4 tau4
安道爾人,on1 tau4 li3 ngin2
安道爾城,on1 tau4 li3 sang2
安富道,on1 fu4 tau4
安健道,on1 kien4 tau4
安興里,on1 hin1 li1
安愉道,on1 yi2 tau4
安樂里,on1 lok6 li1
安樂門街,on1 lok6 mun2 gai1
安平街,on1 pin2 gai1
安秀道,on1 siu4 tau4
安善道,on1 sen4 tau4
安華街,on1 fa2 gai1
安運道,on1 yun4 tau4
安靜道,on1 cin4 tau4
澳背塘,au4 boi4 tong2
奧克拉荷馬市,au4 ket5 lai1 ho2 ma1 si1
奧士角,au4 su4 gok5
奧士角咀,au4 su4 gok5 zu3
澳仔村,au4 zai3 cun1
排煤機道,pai2 moi2 gi1 tau4
柏道,pak5 tau4
柏架山道,pak5 ga4 san1 tau4
柏欣大道,pak5 hiun1 tai4 tau4
柏斯音樂,pak5 su1 yim1 ngok6
攀背頂,pan1 boi4 dang3
彭學高紀念中學,pang2 hok6 gau1 gi3 ngiam4 zung1 hok6
跑道南路,pau1 tau4 lam2 lu4
憑祥,pin2 siong2
平定道,pin2 tin4 tau4
平定道東,pin2 tin4 tau4 dung1
平瀾街,pin2 lan2 gai1
平面洲,pin2 mien4 ziu1
平安福音中學,pin2 on1 fuk5 yim1 zung1 hok6
平安壹賬通銀行,pin2 on1 yit5 zong4 tung1 ngiun2 hong2
平安里,pin2 on1 li1
平山仔,pin2 san1 zai3
平成里,pin2 sin2 li1
平田街,pin2 tien2 gai1
平托坑山,pin2 tok5 hang1 san1
平洲海,pin2 ziu1 hoi3
坪洲好景街,piang2 ziu1 hau3 gin3 gai1
坪洲永興街,piang2 ziu1 yun1 hin1 gai1
坪洲永安橫街,piang2 ziu1 yun1 on1 vang2 gai1
平治街,pin2 ci4 gai1
普樂道,pu1 lok6 tau4
普樂里,pu1 lok6 li1
蒲崗村道公園,pu2 gong1 cun1 tau4 gung1 yen2
蒲嶺,pu2 liang1
蒲嶺坳,pu2 liang1 au4
莆上村,pu2 song4 cun1
培敦中學,pui2 dun1 zung1 hok6
培英中學,pui2 yin1 zung1 hok6
培靈學校,pui2 lin2 hok6 gau3
裴樂士道,pui2 lok6 su4 tau4
培成里,pui2 sin2 li1
潘迪華,pan1 tit6 fa2
潘冠霖,pan1 gon1 lim2
番禺會所,pan1 ngi2 fui4 so3
蟠龍道,pan2 lung2 tau4
沙江圍仔,sa1 gong1 vui2 zai3
沙嶺道,sa1 liang1 tau4
沙崙學校,sa1 lun2 hok6 gau3
沙浦道,sa1 pu3 tau4
沙頭角中心小學,sa1 teu2 gok5 zung1 sim1 siau3 hok6
沙田車站圍,sa1 tien2 ca1 zam4 vui2
沙田循道衞理中學,sa1 tien2 sun2 tau4 vui4 li1 zung1 hok6
沙田官立中學,sa1 tien2 gon1 lip6 zung1 hok6
沙田嶺路,sa1 tien2 liang1 lu4
沙田嶺隧道,sa1 tien2 liang1 sui4 tau4
沙田培英中學,sa1 tien2 pui2 yin1 zung1 hok6
沙田商業中心,sa1 tien2 song1 ngiap6 zung1 sim1
沙田崇真學校,sa1 tien2 cung2 zin1 hok6 gau3
沙田崇真中學,sa1 tien2 cung2 zin1 zung1 hok6
沙田圍胡素貞博士紀念學校,sa1 tien2 vui2 fu2 su4 zin1 bok5 su4 gi3 ngiam4 hok6 gau3
三椏村,sam1 a1 cun1
三椏灣,sam1 a1 van1
三百八十八,sam1 bak5 bat5 sip6 bat5
三百八十七,sam1 bak5 bat5 sip6 cit5
三百八十九,sam1 bak5 bat5 sip6 giu3
三百八十一,sam1 bak5 bat5 sip6 yit5
三百八十二,sam1 bak5 bat5 sip6 ngi4
三百八十六,sam1 bak5 bat5 sip6 luk5
三百八十萬,sam1 bak5 bat5 sip6 man4
三百八十五,sam1 bak5 bat5 sip6 ng3
三百八十三,sam1 bak5 bat5 sip6 sam1
三百八十四,sam1 bak5 bat5 sip6 si4
三百七十八,sam1 bak5 cit5 sip6 bat5
三百七十七,sam1 bak5 cit5 sip6 cit5
三百七十九,sam1 bak5 cit5 sip6 giu3
三百七十一,sam1 bak5 cit5 sip6 yit5
三百七十二,sam1 bak5 cit5 sip6 ngi4
三百七十六,sam1 bak5 cit5 sip6 luk5
三百七十萬,sam1 bak5 cit5 sip6 man4
三百七十五,sam1 bak5 cit5 sip6 ng3
三百七十三,sam1 bak5 cit5 sip6 sam1
三百七十四,sam1 bak5 cit5 sip6 si4
三百九十八,sam1 bak5 giu3 sip6 bat5
三百九十七,sam1 bak5 giu3 sip6 cit5
三百九十九,sam1 bak5 giu3 sip6 giu3
三百九十一,sam1 bak5 giu3 sip6 yit5
三百九十二,sam1 bak5 giu3 sip6 ngi4
三百九十六,sam1 bak5 giu3 sip6 luk5
三百九十萬,sam1 bak5 giu3 sip6 man4
三百九十五,sam1 bak5 giu3 sip6 ng3
三百九十三,sam1 bak5 giu3 sip6 sam1
三百九十四,sam1 bak5 giu3 sip6 si4
三百一十八,sam1 bak5 yit5 sip6 bat5
三百一十七,sam1 bak5 yit5 sip6 cit5
三百一十九,sam1 bak5 yit5 sip6 giu3
三百一十一,sam1 bak5 yit5 sip6 yit5
三百一十二,sam1 bak5 yit5 sip6 ngi4
三百一十六,sam1 bak5 yit5 sip6 luk5
三百一十萬,sam1 bak5 yit5 sip6 man4
三百一十五,sam1 bak5 yit5 sip6 ng3
三百一十三,sam1 bak5 yit5 sip6 sam1
三百一十四,sam1 bak5 yit5 sip6 si4
三百二十八,sam1 bak5 ngi4 sip6 bat5
三百二十七,sam1 bak5 ngi4 sip6 cit5
三百二十九,sam1 bak5 ngi4 sip6 giu3
三百二十一,sam1 bak5 ngi4 sip6 yit5
三百二十二,sam1 bak5 ngi4 sip6 ngi4
三百二十六,sam1 bak5 ngi4 sip6 luk5
三百二十萬,sam1 bak5 ngi4 sip6 man4
三百二十五,sam1 bak5 ngi4 sip6 ng3
三百二十三,sam1 bak5 ngi4 sip6 sam1
三百二十四,sam1 bak5 ngi4 sip6 si4
三百六十八,sam1 bak5 luk5 sip6 bat5
三百六十七,sam1 bak5 luk5 sip6 cit5
三百六十九,sam1 bak5 luk5 sip6 giu3
三百六十一,sam1 bak5 luk5 sip6 yit5
三百六十二,sam1 bak5 luk5 sip6 ngi4
三百六十六,sam1 bak5 luk5 sip6 luk5
三百六十萬,sam1 bak5 luk5 sip6 man4
三百六十五,sam1 bak5 luk5 sip6 ng3
三百六十三,sam1 bak5 luk5 sip6 sam1
三百六十四,sam1 bak5 luk5 sip6 si4
三百五十八,sam1 bak5 ng3 sip6 bat5
三百五十七,sam1 bak5 ng3 sip6 cit5
三百五十九,sam1 bak5 ng3 sip6 giu3
三百五十一,sam1 bak5 ng3 sip6 yit5
三百五十二,sam1 bak5 ng3 sip6 ngi4
三百五十六,sam1 bak5 ng3 sip6 luk5
三百五十萬,sam1 bak5 ng3 sip6 man4
三百五十五,sam1 bak5 ng3 sip6 ng3
三百五十三,sam1 bak5 ng3 sip6 sam1
三百五十四,sam1 bak5 ng3 sip6 si4
三百三十八,sam1 bak5 sam1 sip6 bat5
三百三十七,sam1 bak5 sam1 sip6 cit5
三百三十九,sam1 bak5 sam1 sip6 giu3
三百三十一,sam1 bak5 sam1 sip6 yit5
三百三十二,sam1 bak5 sam1 sip6 ngi4
三百三十六,sam1 bak5 sam1 sip6 luk5
三百三十萬,sam1 bak5 sam1 sip6 man4
三百三十五,sam1 bak5 sam1 sip6 ng3
三百三十三,sam1 bak5 sam1 sip6 sam1
三百三十四,sam1 bak5 sam1 sip6 si4
三百四十八,sam1 bak5 si4 sip6 bat5
三百四十七,sam1 bak5 si4 sip6 cit5
三百四十九,sam1 bak5 si4 sip6 giu3
三百四十一,sam1 bak5 si4 sip6 yit5
三百四十二,sam1 bak5 si4 sip6 ngi4
三百四十六,sam1 bak5 si4 sip6 luk5
三百四十萬,sam1 bak5 si4 sip6 man4
三百四十五,sam1 bak5 si4 sip6 ng3
三百四十三,sam1 bak5 si4 sip6 sam1
三百四十四,sam1 bak5 si4 sip6 si4
三白坳,sam1 pak6 au4
三板街,sam1 ban3 gai1
三陂坊,sam1 bi1 fong2
三齣,sam1 cut5
三千八百萬,sam1 cien1 bat5 bak5 man4
三千七百萬,sam1 cien1 cit5 bak5 man4
三千九百萬,sam1 cien1 giu3 bak5 man4
三千一百萬,sam1 cien1 yit5 bak5 man4
三千二百萬,sam1 cien1 ngi4 bak5 man4
三千兩百萬,sam1 cien1 liong1 bak5 man4
三千六百萬,sam1 cien1 luk5 bak5 man4
三千五百,sam1 cien1 ng3 bak5
三千五百萬,sam1 cien1 ng3 bak5 man4
三千三百萬,sam1 cien1 sam1 bak5 man4
三千四百萬,sam1 cien1 si4 bak5 man4
三桌,sam1 zok5
三束,sam1 suk5
三噸,sam1 dun1
三頓,sam1 un4
三疊潭,sam1 tiap6 tam2
三多里,sam1 do1 li1
三家里,sam1 ga1 li1
三角街,sam1 gok5 gai1
三角咀,sam1 gok5 zu3
三蘭港,sam1 lan2 gong3
三縷,sam1 leu3
三籮,sam1 lo2
三門墩,sam1 mun2 dun1
三門山,sam1 mun2 san1
三門仔路,sam1 mun2 zai3 lu4
三門仔新村,sam1 mun2 zai3 sin1 cun1
三泡,sam1 pau1
三疋,sam1 pit5
三啤,sam1 pia1
三撇,sam1 piet5
三瓢,sam1 piau4
三抱石,sam1 pau1 sak6
三十八萬,sam1 sip6 bat5 man4
三十七萬,sam1 sip6 cit5 man4
三十九萬,sam1 sip6 giu3 man4
三十一萬,sam1 sip6 yit5 man4
三十二萬,sam1 sip6 ngi4 man4
三十三萬,sam1 sip6 sam1 man4
三十四萬,sam1 sip6 si4 man4
三四把,sam1 si4 ba3
三四班,sam1 si4 ban1
三四筆,sam1 si4 bit5
三四部,sam1 si4 pu4
三四杯,sam1 si4 bui1
三四本,sam1 si4 bun3
三四層,sam1 si4 cen2
三四尺,sam1 si4 cak5
三四齣,sam1 si4 cut5
三四桌,sam1 si4 zok5
三四束,sam1 si4 suk5
三四串,sam1 si4 con4
三四吋,sam1 si4 cun4
三四寸,sam1 si4 cun4
三四打,sam1 si4 da1
三四頂,sam1 si4 dang3
三四堆,sam1 si4 doi1
三四對,sam1 si4 dui4
三四隊,sam1 si4 dui4
三四噸,sam1 si4 dun1
三四頓,sam1 si4 un4
三四滴,sam1 si4 tit6
三四碟,sam1 si4 tiap6
三四朵,sam1 si4 do3
