char,pron
一貫方針,yäk2 gwung1 fong1 zäm1
一起抓,yäk2 hi2 zau2
一人計短二人計長,yäk2 yäng4 gäi1 düng2 yi6 yäng4 gäi1 cöng4
一人行一步,yäk2 yäng4 hæng4 yäk2 bu6
一一映射,yäk2 yäk2 yäng2 se6
一夜夫妻百二蚊,yäk2 ye6 fu1 cäi1 bæk2 yi6 mäng1
一二八事變,yäk2 yi6 bæk2 si6 bing1
一言既出駟馬難追,yäk2 ying4 gi1 cäk2 si1 ma1 næng4 zöi1
一言驚醒洛克人,yäk2 ying4 gäng1 säng2 lok6 häk2 yäng4
一言驚醒夢中人,yäk2 ying4 gäng1 säng2 mung6 zung1 yäng4
一氧化二氮,yäk2 yöng1 fa1 yi6 dam6
一樣米養百樣人,yäk2 yöng6 mai1 yöng1 bæk2 yöng6 yäng4
一靈真性,yäk2 läng4 zäng1 säng1
一兩句話,yäk2 löng1 gü1 wa6
一浪接一浪,yäk2 long6 zip2 yäk2 long6
一物治一物糯米治木虱,yäk2 mäk6 zi6 yäk2 mäk6 no6 mai1 zi6 muk6 säk2
一命二運三風水,yäk2 mäng6 yi6 wäng6 sam1 fung1 söi2
一無長物,yäk2 mu4 cöng4 mäk6
一身兩役,yäk2 säng1 löng1 yäk6
一失足成千古恨,yäk2 säk2 zuk2 säng4 cing1 gwu2 häng6
一樹梨花壓海棠,yäk2 sü6 li4 fa1 æk2 fui2 tong4
一湯一飯,yäk2 tong1 yäk2 fæng6
一為神功二為弟子,yäk2 wäi6 säng4 gung1 yi6 wäi6 däi6 zi2
一側化,yäk2 zäk2 fa1
一就一二就二,yäk2 zäu6 yäk2 yi6 zäu6 yi6
一子錯滿盤皆落索,yäk2 zi2 co1 mung1 pung4 gai1 lok6 sok2
一節淡三墟,yäk2 zik2 dam6 sam1 hü1
一折兩段,yäk2 zik2 löng1 düng6
一竹篙打一船人,yäk2 zuk2 gäu1 da2 yäk2 süng4 yäng4
一種米養百種人,yäk2 zung2 mai1 yöng1 bæk2 zung2 yäng4
日本叉尾海燕,yäk6 bung2 ca1 mi1 fui2 ying1
日本經濟新聞,yäk6 bung2 gäng1 zäi1 säng1 mäng4
日防夜防家賊難防,yäk6 fong4 ye6 fong4 ga1 cäk6 næng4 fong4
日經平均指數,yäk6 gäng1 päng4 gwäng1 zi2 su1
日日二加三,yäk6 yäk6 yi6 ga1 sam1
日落風生,yäk6 lok6 fung1 säng1
休下息,yäu1 ha1 säk2
休閒空間,yäu1 hæng4 hung1 gæng1
休閒女服,yäu1 hæng4 nü1 fuk6
優秀品質,yäu1 säu1 bäng2 zäk2
優秀分子,yäu1 säu1 fäng6 zi2
優秀成果,yäu1 säu1 säng4 gwo2
休惜,yäu1 säk2
油布衫,yäu4 bu1 sam1
油灰刀,yäu4 fui1 däu1
油鋸,yäu4 gü1
油光漆,yäu4 gwong1 cäk2
油光可鑒,yäu4 gwong1 ho2 gam1
由下向上,yäu4 ha6 höng1 söng6
遊行前線,yäu4 häng4 cing4 sing1
悠悠球,yäu4 yäu4 käu4
遊離浪蕩,yäu4 li4 long6 dong6
油麻地小輪,yäu4 ma4 di6 siu2 läng4
油碼頭,yäu4 ma1 täu4
由難到易,yäu4 næng4 däu1 yi6
油桐油,yäu4 tung4 yäu4
油猾,yäu4 wæk6
油渣面,yäu4 za1 ming6
油榨嚇,yäu4 za1 hæk2
油炸圈餅,yäu4 za1 hüng1 beng2
油浸禾花雀,yäu4 zäm1 wo4 fa1 zök2
油症,yäu4 zäng1
有背景人士,yäu1 bui1 gäng2 yäng4 si6
有沉有浮,yäu1 cäm4 yäu1 fäu4
有車一族,yäu1 ce1 yäk2 zuk6
有情人終成眷屬,yäu1 cäng4 yäng4 zung1 säng4 güng1 suk6
有腸肚,yäu1 cöng4 tu1
有得掹,yäu1 däk2 mäng1
有埞坐,yäu1 deng6 co1
有福同享有難同當,yäu1 fuk2 tung4 höng2 yäu1 næng6 tung4 dong1
有機磷毒劑,yäu1 gi1 läng4 duk6 zäi1
有機食物,yäu1 gi1 säk6 mäk6
有效負載,yäu1 hau6 fu6 zöi1
有效流量,yäu1 hau6 läu4 löng6
有效數字,yäu1 hau6 su1 zi6
有荷包,yäu1 ho4 bau1
友好使者,yäu1 häu2 si1 ze2
友好襄助,yäu1 häu2 söng1 zo6
有理數集,yäu1 li1 su1 zap6
有兩道散手,yäu1 löng1 däu6 sæng2 säu2
有冇嘢食,yäu1 mäu1 ya1 säk6
有冇水飲,yäu1 mäu1 söi2 yäm2
有仇不報非君子,yäu1 säu4 bäk2 bäu1 fi1 gwäng1 zi2
有聲有氣,yäu1 säng1 yäu1 hi1
有食就食,yäu1 säk6 zäu6 säk6
有頭尾陣,yäu1 täu4 mi1 zäng6
有仔趁嫩生,yäu1 zäi2 cäng1 nüng6 sæng1
有就好咯,yäu1 zäu6 häu2 lo1
有志者鄧竟成,yäu1 zi1 ze2 däng6 gäng2 säng4
有志者事竟成,yäu1 zi1 ze2 si6 gäng2 säng4
有蕉食,yäu1 ziu1 säk6
有粥食粥有飯食飯,yäu1 zuk2 säk6 zuk2 yäu1 fæng6 säk6 fæng6
又臭又硬,yäu6 cäu1 yäu6 ngæng6
右對齊,yäu6 döi1 cäi4
又瞓着,yäu6 fäng1 zök6
又揀擇,yäu6 gæng2 zæk6
右傾機會主義,yäu6 käng1 gi1 wui6 zü2 yi6
又睡不着,yäu6 söi6 bäk2 zök6
又長又寢,yäu6 zöng2 yäu6 cäm2
耶利米哀歌,ye4 li6 mai1 wui1 go1
耶魯粵語拼音,ye4 lu1 yük6 yü1 päng1 yäm1
耶穌降臨節,ye4 su1 gong1 läm4 zik2
耶穌受難日,ye4 su1 säu6 næng6 yäk6
耶穌受難節,ye4 su1 säu6 næng6 zik2
耶和華見證人,ye4 wo4 wa4 ging1 zäng1 yäng4
惹草拈花,ye1 cäu2 nim1 fa1
惹草沾花,ye1 cäu2 zim1 fa1
野顛茄,ye1 ding1 kö4
惹人心煩,ye1 yäng4 säm1 fæng4
野蠻女孩,ye1 mæng4 nü1 hai4
惹事惹非,ye1 si6 ye1 fi1
夜行晝伏,ye6 häng4 zäu1 fuk6
夜咯,ye6 lo1
夜晚好靜,ye6 mæng1 häu2 zäng6
贏粒糖輸間廠,yeng4 näp2 tong4 sü1 gæng1 cong2
咿便,yi1 bing6
伊波拉病毒,yi1 bo1 lai1 beng6 duk6
衣單食薄,yi1 dæng1 säk6 bok6
衣服縫邊,yi1 fuk6 fung4 bing1
依樣畫葫蘆,yi1 yöng6 wæk6 wu4 lu4
伊朗伊斯蘭共和國,yi1 long1 yi1 si1 læng4 gung6 wo4 gwok2
依撈七,yi1 läu1 cäk2
伊斯蘭會議組織,yi1 si1 læng4 wui6 yi1 zu2 zäk2
倚欄望月,yi2 læng4 mong6 ngük6
意大利青瓜,yi1 dai6 li6 ceng1 gwa1
移動平均線,yi4 dung6 päng4 gwäng1 sing1
移動平均線指標,yi4 dung6 päng4 gwäng1 sing1 zi2 biu1
移動式電話,yi4 dung6 säk2 ding6 wa2
兒女英雄傳,yi4 nü1 yäng1 hung4 züng6
疑心生暗鬼,yi4 säm1 säng1 äm1 gwäi2
兒童傳染病,yi4 tung4 cüng4 yim1 beng6
已讀回執,yi1 duk6 wui4 zäp2
以人為鑒,yi1 yäng4 wäi4 gam1
以其人之道還治其人之身,yi1 ki4 yäng4 zi1 däu6 wæng4 zi6 ki4 yäng4 zi1 säng1
以免藉口,yi1 ming1 ze1 häu2
以水為財,yi1 söi2 wäi4 cöi4
擬聲唱法,yi1 säng1 cöng1 fæk2
以湯沃沸,yi1 tong1 yuk2 fäi1
二把刀,yi6 ba2 däu1
二百方針,yi6 bæk2 fong1 zäm1
二八天,yi6 bæk2 ting1
二屄,yi6 bik2
異步傳輸模式,yi6 bu6 cüng4 sü1 mu4 säk2
二部制,yi6 bu6 zäi1
二叉樹,yi6 ca1 sü6
二次多項式,yi6 ci1 do1 hong6 säk2
二次函數,yi6 ci1 ham4 su1
二次型,yi6 ci1 yäng4
二次曲面,yi6 ci1 kuk2 ming6
二次曲線,yi6 ci1 kuk2 sing1
二次世界大戰,yi6 ci1 säi1 gai1 dai6 zing1
二重根,yi6 cung4 gäng1
二重下標,yi6 cung4 ha6 biu1
二重母音,yi6 cung4 mu1 yäm1
二地主,yi6 di6 zü2
二黨制,yi6 dong2 zäi1
二度空間,yi6 du6 hung1 gæng1
二分點,yi6 fäng6 dim2
易激惹,yi6 gäk2 ye1
易過食生菜,yi6 gwo1 säk6 sæng1 cöi1
二刻拍案驚奇,yi6 häk2 pæk2 wung1 gäng1 ki4
二項式,yi6 hong6 säk2
二項式定理,yi6 hong6 säk2 däng6 li1
二項式係數,yi6 hong6 säk2 häi6 su1
二號電池,yi6 häu6 ding6 ci4
二一添作五,yi6 yäk2 tim1 zok2 ng1
二氧化碳隔離,yi6 yöng1 fa1 tæng1 gæk2 li4
二氧芑,yi6 yöng1 hi2
二氧雜芑,yi6 yöng1 zap6 hi2
二元醇,yi6 yüng4 säng4
二級頭,yi6 käp2 täu4
二級頭呼吸器,yi6 käp2 täu4 fu1 käp2 hi1
二硫化碳,yi6 läu4 fa1 tæng1
二硫基丙醇,yi6 läu4 gi1 bäng2 säng4
二硫基丙磺酸鈉,yi6 läu4 gi1 bäng2 wong4 süng1 nap6
二硫基琥珀酸鈉,yi6 läu4 gi1 fu2 pæk2 süng1 nap6
異卵雙生,yi6 läng2 söng1 säng1
二連盆地,yi6 ling4 pung4 di6
二撈七,yi6 läu1 cäk2
二氯胺,yi6 luk6 wung1
二倍體,yi6 pui1 täi2
二十一世紀,yi6 säp6 yäk2 säi1 gi2
二十一時,yi6 säp6 yäk2 si4
二十年目睹之怪現狀,yi6 säp6 ning4 muk6 du2 zi1 gwai1 ying6 zong6
二十四畝,yi6 säp6 si1 mäu1
二水貨,yi6 söi2 fo1
易司馬儀,yi6 si1 ma1 yi4
易損性,yi6 süng2 säng1
二攤貨,yi6 tæng1 fo1
二跳四,yi6 tiu1 si1
二窩頭,yi6 wo1 täu4
義和亂,yi6 wo4 lüng6
義和團運動,yi6 wo4 tüng4 wäng6 dung6
二簧,yi6 wong4
異質體,yi6 zäk2 täi2
二進制編碼,yi6 zäng1 zäi1 ping1 ma1
二值化,yi6 zäk6 fa1
二節棍,yi6 zik2 gwäng1
抑鬱不平,yäk2 wäk2 bäk2 päng4
逆壓,yäk6 æk2
液壓千斤頂,yäk6 æk2 cing1 gäng1 däng2
液壓傳動,yäk6 æk2 cüng4 dung6
液壓機器,yäk6 æk2 gi1 hi1
驛車,yäk6 ce1
液化石油氣,yäk6 fa1 sek6 yäu4 hi1
逆映射,yäk6 yäng2 se6
掖門,yäk6 mung4
役使動物,yäk6 säi2 dung6 mäk6
逆水行舟不進則退,yäk6 söi2 häng4 zäu1 bäk2 zäng1 zäk2 töi1
逆轉錄病毒,yäk6 züng2 luk6 beng6 duk6
奄乾,yim1 gung1
醃醃尖尖,yim1 yim1 zim1 zim1
厭惡人類者,yim1 ok2 yäng4 löi6 ze2
嫌肥挑瘦,yim4 fi4 tiu1 säu1
嫌米貴,yim4 mai1 gwäi1
鹽皮質類固醇,yim4 pi4 zäk2 löi6 gwu1 säng4
鹽成土,yim4 säng4 tu2
嚴重急性呼吸系統綜合症,yim4 zung6 gäp2 säng1 fu1 käp2 häi6 tung2 zung1 häp6 zäng1
煙花簿,ying1 fa1 bu2
煙槓,ying1 gong1
煙黑叉尾海燕,ying1 häk2 ca1 mi1 fui2 ying1
煙仔檔,ying1 zäi2 dong1
煙酒總彙,ying1 zäu2 zung2 wui6
燕雀相賀,ying1 zök2 söng1 ho6
言不可傳,ying4 bäk2 ho2 cüng4
研究反應堆,ying4 gäu1 fæng2 yäng1 döi1
研磨盤,ying4 mo4 pung4
研修員,ying4 säu1 yüng4
言談林藪,ying4 tam4 läm4 säu2
現叉廚,ying6 ca1 cü4
現代服裝,ying6 döi6 fuk6 zong1
現代經典,ying6 döi6 gäng1 ding2
現代空調,ying6 döi6 hung1 tiu4
現金流量表,ying6 gäm1 läu4 löng6 biu2
現金流轉表,ying6 gäm1 läu4 züng2 biu2
現量相違,ying6 löng4 söng1 wäi4
硯田之食,ying6 ting4 zi1 säk6
應本分,yäng1 bung2 fäng6
嬰兒手推車,yäng1 yi4 säu2 töi1 ce1
鸚鵡仔,yäng1 mu1 zäi2
英屬哥倫比亞,yäng1 suk6 go1 läng4 bi2 a1
英屬維爾京羣島,yäng1 suk6 wäi4 yi1 gäng1 kwäng4 däu2
櫻桃血管瘤,yäng1 täu4 hük2 gwung2 läu4
櫻桃小番茄,yäng1 täu4 siu2 fæng1 kö4
映射表,yäng2 se6 biu2
映射過程,yäng2 se6 gwo1 cäng4
應屆畢業生,yäng1 gai1 bäk2 yip6 säng1
應急照射,yäng1 gäp2 ziu1 se6
應機立斷,yäng1 gi1 läp6 düng6
應用程式介面,yäng1 yung6 cäng4 säk2 gai1 ming6
應用下載,yäng1 yung6 ha6 zöi1
凝花菜,yäng4 fa1 cöi1
迎風飄舞,yäng4 fung1 piu1 mu1
形核,yäng4 häk6
凝血脢原,yäng4 hük2 mui4 yüng4
型英帥靚正,yäng4 yäng1 söi1 leng1 zäng1
營養衞生,yäng4 yöng1 wäi6 säng1
螢幕保護裝置,yäng4 mok6 bäu2 wu6 zong1 zi1
形態發生素,yäng4 tai1 fæk2 säng1 su1
迎頭打擊,yäng4 täu4 da2 gäk2
凝聚層,yäng4 zü6 cäng4
業餘愛好者,yip6 yü4 wui1 häu1 ze2
熱插拔,ngik6 cap2 bäk6
熱到跳舞,ngik6 däu1 tiu1 mu1
熱動平衡,ngik6 dung6 päng4 häng4
熱核反應堆,ngik6 häk6 fæng2 yäng1 döi1
熱核聚變反應,ngik6 häk6 zü6 bing1 fæng2 yäng1
熱連球菌,ngik6 ling4 käu4 kwäng2
熱烈地彈琴熱烈地唱,ngik6 lik6 di6 tæng4 käm4 ngik6 lik6 di6 cöng1
熱成層,ngik6 säng4 cäng4
熱粟米,ngik6 suk2 mai1
熱鍋上的螞蟻,ngik6 wo1 söng6 däk2 ma1 ngäi1
幺二,yiu1 yi6
腰椎間盤突出,yiu1 zöi1 gæng1 pung4 däk6 cäk2
腰椎間盤突出症,yiu1 zöi1 gæng1 pung4 däk6 cäk2 zäng1
要您請,yiu1 ni1 ceng2
要射死,yiu1 se6 si2
弱相互作用,yök6 söng1 wu6 zok2 yung6
弱側,yök6 zäk2
陽江話,yöng4 gong1 wa2
蘘荷,yöng4 ho4
羊毛出自羊身上,yöng4 mäu4 cäk2 zi6 yöng4 säng1 söng6
養兒一百歲長憂九十九,yöng1 yi4 yäk2 bæk2 söi1 cöng4 yäu1 gäu2 säp6 gäu2
養生泉,yöng1 säng1 cüng4
養生燉品,yöng1 säng1 däng6 bäng2
養和堂,yöng1 wo4 tong4
樣條函數,yöng6 tiu4 ham4 su1
玉不琢不成器,yuk6 bäk2 dök2 bäk2 säng4 hi1
肉隨砧板上,yuk6 cöi4 zäm1 bæng2 söng6
肉好實,yuk6 häu2 säk6
玉米燈,yuk6 mai1 däng1
肉垂麥雞,yuk6 söi4 mæk6 gäi1
肉鬆包,yuk6 sung1 bau1
雍重,yung1 zung6
冗長度,yung2 cöng4 du6
擁軍愛民,yung2 gwäng1 wui1 mäng4
擁抱愛,yung2 päu1 wui1
冗散,yung2 sæng1
冗食,yung2 säk6
冗數,yung2 su1
融解點,yung4 gai2 dim2
傭人領班,yung4 yäng4 läng1 bæng1
茸茸爛,yung4 yung4 læng6
榕樹凹,yung4 sü6 au1
榕樹下,yung4 sü6 ha6
榕樹嶺,yung4 sü6 leng1
溶質,yung4 zäk2
用嗰度,yung6 go2 du6
用起上來,yung6 hi2 söng1 löi4
用人經費,yung6 yäng4 gäng1 fäi1
用鳩拍面,yung6 käu1 pæk2 ming6
用其所長,yung6 ki4 so2 cöng4
於都縣,yü1 du1 yüng6
迂磨,yü1 mo4
如火純青,yü4 fo2 säng4 cäng1
瑜伽行派,yü4 ga1 häng4 pai1
如下所述,yü4 ha6 so2 säk6
如其所好,yü4 ki4 so2 häu1
餘留無符號數,yü4 läu4 mu4 fu4 häu6 su1
娛樂報,yü4 lok6 bäu1
魚片粥,yü4 ping2 zuk2
魚生粥剛剛熟,yü4 sæng1 zuk2 gong1 gong1 suk6
魚生粥啱啱熟,yü4 sæng1 zuk2 ngam1 ngam1 suk6
與此相反,yü1 ci2 söng1 fæng2
乳突竇,yü1 däk6 däu6
語義空間,yü1 yi6 hung1 gæng1
乳源瑤族自治縣,yü1 yüng4 yiu4 zuk6 zi6 zi6 yüng6
雨順風調,yü1 säng6 fung1 tiu4
乳糖不耐症,yü1 tong4 bäk2 nöi6 zäng1
乳糖消化不良,yü1 tong4 siu1 fa1 bäk2 löng4
宇宙生成論,yü1 zäu6 säng1 säng4 läng6
預防傳染病,yü6 fong4 cüng4 yim1 beng6
寓工作於娛樂,yü6 gung1 zok2 yü1 yü4 lok6
原發性進行性失語,yüng4 fæk2 säng1 zäng1 häng4 säng1 säk2 yü1
懸浮窗,yüng4 fäu4 cöng1
員工會議,yüng4 gung1 wui6 yi1
員工仔,yüng4 gung1 zäi2
懸掛式滑翔機,yüng4 gwa1 säk2 wæk6 cöng4 gi1
原函數,yüng4 ham4 su1
原核細胞,yüng4 häk6 säi1 bau1
原核細胞型微生物,yüng4 häk6 säi1 bau1 yäng4 mi4 säng1 mäk6
圓口綱脊椎動物,yüng4 häu2 gong1 zek2 zöi1 dung6 mäk6
元音失讀,yüng4 yäm1 säk2 duk6
元音和諧,yüng4 yäm1 wo4 hai4
玄武質熔岩,yüng4 mu1 zäk2 yung4 ngam4
元惡大憝,yüng4 ok2 dai6 döi6
原腎管,yüng4 säng6 gwung2
懸針紋,yüng4 zäm1 mäng4
圓錐曲線,yüng4 zöi1 kuk2 sing1
原子核反應堆,yüng4 zi2 häk6 fæng2 yäng1 döi1
原裝現貨,yüng4 zong1 ying6 fo1
原裝正品,yüng4 zong1 zäng1 bäng2
遠親不如近鄰,yüng1 cäng1 bäk2 yü4 gäng6 läng4
遠東經濟評論,yüng1 dung1 gäng1 zäi1 päng4 läng6
遠門近枝,yüng1 mung4 gäng6 zi1
軟硬採,yüng1 ngæng6 cöi2
遠水不能救近火,yüng1 söi2 bäk2 näng4 gäu1 gäng6 fo2
乙種促效劑,yük2 zung2 cuk2 hau6 zäi1
乙種粒子,yük2 zung2 näp2 zi2
乙種射線,yük2 zung2 se6 sing1
月經棉栓,ngük6 gäng1 ming4 sæng1
月結款,ngük6 gik2 fung2
月光誕,ngük6 gwong1 dæng1
月光期,ngük6 gwong1 ki4
月坑,ngük6 hæng1
月黑天,ngük6 häk2 ting1
月儀,ngük6 yi4
粵語白話文,yük6 yü1 bæk6 wa2 mäng4
粵語流行曲,yük6 yü1 läu4 häng4 kuk2
粵語拼音方案,yük6 yü1 päng1 yäm1 fong1 wung1
月亮盈虧,ngük6 löng6 yäng4 kwäi1
月盲症,ngük6 mæng4 zäng1
越南共和國,yük6 nam4 gung6 wo4 gwok2
粵拼輸入法,yük6 päng1 sü1 yäp6 fæk2
月是故鄉明,ngük6 si6 gwu1 höng1 mäng4
越食越餓,yük6 säk6 yük6 ngo6
月相變化,ngük6 söng1 bing1 fa1
越活越好,yük6 wuk6 yük6 häu2
月子病,ngük6 zi2 beng6
月字邊,ngük6 zi6 bing1
卡波西氏肉瘤,ka1 bo1 säi1 si6 yuk6 läu4
卡邦尼意粉,ka1 bong1 ni4 yi1 fäng2
卡爾曼濾波,ka1 yi1 mæng6 lü6 bo1
卡爾文克萊因,ka1 yi1 mäng4 häk2 löi4 yäng1
卡拉馬佐夫兄弟,ka1 lai1 ma1 zo1 fu1 häng1 däi6
卡類通信,ka1 löi6 tung1 säng1
卡西米爾效應,ka1 säi1 mai1 yi1 hau6 yäng1
卡式證,ka1 säk2 zäng1
卡通包,ka1 tung1 bau1
靠飲靠食,kau1 yäm2 kau1 säk6
溪仔,käi1 zäi2
禁等咯,gäm1 däng2 lok2
禁攪,gäm1 gau2
琴日之嘛,käm4 yäk6 zi1 ma1
琴瑟不調,käm4 säk2 bäk2 tiu4
琴朝,käm4 ziu1
勤耕,käng4 gæng1
扱實隻蓋,käp2 säk6 zek2 gwui1
扱手波,käp2 säu2 bo1
扱線,käp2 sing1
扱轉,käp2 züng1
球閥,käu4 fæk6
球根海棠,käu4 gäng1 fui2 tong4
球腔菌,käu4 hong1 kwäng2
求其做下,käu4 ki4 zu6 ha1
舅爺仔,käu1 ye4 zäi2
茄子河區,kö4 zi2 ho4 kü1
其樂不窮,ki4 lok6 bäk2 kung4
棋屎貪食卒,ki4 si2 tam1 säk6 zäk2
其精似鬼,ki4 zäng1 ci1 gwäi2
企業管理碩士,ki1 yip6 gwung2 li1 sek6 si6
企劃組織,ki1 wæk6 zu2 zäk2
距翅麥雞,kü1 ci1 mæk6 gäi1
拒絕毒品,kü1 zük6 duk6 bäng2
鉗馬銜枚,kim4 ma1 ham4 mui4
傾下咯,käng1 ha1 lok2
傾箱倒篋,käng1 söng1 däu2 hap6
鯨波,käng4 bo1
瓊乾,käng4 gung1
翹材,kiu4 cöi4
翹盼,kiu4 pæng1
橋上倒涼茶,kiu4 söng6 däu2 löng4 ca4
喬治爵士,kiu4 zi6 zök2 si6
翹足引領,kiu4 zuk2 yäng1 läng1
強壓怒火,köng4 æk2 nu6 fo2
強迫性儲物症,köng4 bäk2 säng1 cü1 mäk6 zäng1
強迫性性行為,köng4 bäk2 säng1 säng1 häng4 wäi4
強化訓練,köng4 fa1 fäng1 ling6
強輻射區,köng4 fuk2 se6 kü1
強音踏板,köng4 yäm1 dap6 bæng2
強力攻佔,köng4 läk6 gung1 zim1
強相互作用,köng4 söng1 wu6 zok2 yung6
強直性脊柱炎,köng4 zäk6 säng1 zek2 cü1 yim4
強中自有強中手,köng4 zung1 zi6 yäu1 köng4 zung1 säu2
強行攤派,köng1 häng4 tæng1 pai1
搉門,kok2 mung4
確鑿不移,kok2 zok6 bäk2 yi4
抗核加固,kong1 häk6 ga1 gwu1
潰裂,kwui2 lik6
曲別針,kuk2 bik6 zäm1
曲面論,kuk2 ming6 läng6
曲蹄,kuk2 täi4
窮到褲穿窿,kung4 däu1 fu1 cüng1 lung1
窮酸相,kung4 süng1 söng1
虧月,kwäi1 ngük6
葵盛泳池,kwäi4 säng4 wäng6 ci4
崑士蘭,kwäng1 si6 læng4
羣眾外包,kwäng4 zung1 wui6 bau1
礦油精,kwong1 yäu4 zäng1
缺醫少藥,kük2 yi1 siu2 yök6
缺心少肺,kük2 säm1 siu2 fäi1
拉大纜,lai1 dai6 lam6
拉拉聲,lai1 lai1 säng1
拉沙病毒,lai1 sa1 beng6 duk6
拉伸強度,lai1 säng1 köng4 du6
拉手仔,lai1 säu2 zäi2
拉相好,lai1 söng1 häu2
癩渣,lai1 za1
賴錯人,lai6 co1 yäng4
欖核,lam2 wäk6
藍腰短尾鸚鵡,lam4 yiu1 düng2 mi1 yäng1 mu1
藍領白領,lam4 leng1 bæk6 leng1
藍額長腳地鴝,lam4 ngæk6 cöng4 gök2 di6 kü4
藍額紅尾鴝,lam4 ngæk6 hung4 mi1 kü4
藍色小精靈,lam4 säk2 siu2 zäng1 läng4
藍頭紅尾鴝,lam4 täu4 hung4 mi1 kü4
纜索吊椅,lam6 sok2 diu1 yi2
讕調,læng4 diu6
闌尾切除術,læng4 mi1 cik2 cü4 säk6
懶正經,læng1 zäng1 gäng1
爛板,læng6 bæng2
爛湴,læng6 bæng6
爛東西,læng6 dung1 säi1
爛喊,læng6 ham1
爛喉痧,læng6 häu4 sa1
爛面甩髮,læng6 ming6 läk2 fæk2
爛平爛賤,læng6 peng4 læng6 zing6
爛手爛腳,læng6 säu2 læng6 gök2
爛市貨,læng6 si1 fo1
爛船都有三斤釘,læng6 süng4 du1 yäu1 sam1 gäng1 deng1
爛頭排,læng6 täu4 pai4
爛頭粥,læng6 täu4 zuk2
爛污貨,læng6 wu1 fo1
爛渣渣,læng6 za1 za1
爛酒佬,læng6 zäu2 läu2
爛嘴角,læng6 zöi2 gok2
冷斗貨車,læng1 däu2 fo1 ce1
冷熱度數,læng1 ngik6 du6 su1
蠟青紙,lap6 ceng1 zi2
撈屄,läu4 bik2
撈到正,läu4 däu1 zäng1
撈埋撈埋,läu4 mai4 läu4 mai4
撈餸,läu4 sung1
禮品換領中心,läi1 bäng2 wung6 läng1 zung1 säm1
禮廢樂崩,läi1 fäi1 ngok6 bäng1
禮樂射,läi1 ngok6 se6
冧嘢,läm1 ya1
臨牀經驗,läm4 cong4 gäng1 yim6
林家翹,läm4 ga1 kiu4
臨界壓力,läm4 gai1 æk2 läk6
臨渴穿井,läm4 fuk2 cüng1 zäng2
臨老學吹打,läm4 läu1 hok6 cöi1 da2
臨老入花叢,läm4 läu1 yäp6 fa1 cung4
臨時校舍,läm4 si4 hau6 se1
凜抌,läm1 däm2
笠細路仔,läp2 säi1 lu6 zäi2
立體攝像機,läp6 täi2 sip2 zöng6 gi1
甩質,läk2 zäk2
褸口褸面,läu1 häu2 läu1 ming6
嘍當,läu1 dong1
流傳與世,läu4 cüng4 yü1 säi1
流行地帶,läu4 häng4 di6 dai1
流行急性結膜炎,läu4 häng4 gäp2 säng1 gik2 mok6 yim4
流行色彩,läu4 häng4 säk2 cöi2
流行線,läu4 häng4 sing1
流行性感冒,läu4 häng4 säng1 gäm2 mäu6
琉球角鴞,läu4 käu4 gok2 hiu1
流量防火牆,läu4 löng6 fong4 fo2 cöng4
樓市話題,läu4 si1 wa6 täi4
流體核試驗,läu4 täi2 häk6 si1 yim6
褸返件衫,läu1 fæng2 ging6 sam1
柳啼花怨,läu1 täi4 fa1 yüng1
漏脯充飢,läu6 fu2 cung1 gi1
漏水轉渾天儀,läu6 söi2 züng2 wäng4 ting1 yi4
離家別井,li4 ga1 bik6 zäng2
籬更竹,li4 gæng1 zuk2
離行離罅,li4 hong4 li4 la1
離散性,li4 sæng1 säng1
離天百丈遠,li4 ting1 bæk2 zöng6 yüng1
離天隔丈遠,li4 ting1 gæk2 zöng6 yüng1
離天九丈遠,li4 ting1 gäu2 zöng6 yüng1
梨渦淺笑,li4 wo1 cing2 siu1
李卜克內西,li1 buk2 häk2 nöi6 säi1
李瀍,li1 cing4
履行合同,lü1 häng4 häp6 tung4
李萬山,li1 mæng6 sæng1
李斯特氏菌,li1 si1 däk6 si6 kwäng2
履舄交錯,lü1 säk2 gau1 co1
李兆基堂,li1 siu6 gi1 tong4
李娃傳,li1 wa1 züng6
李懷遠,li1 wai4 yüng1
李鄭屋古墓,li1 zäng6 uk2 gwu2 mu6
靚到抌一聲,leng1 däu1 däm2 yäk2 säng1
靚雞煲,leng1 gäi1 bäu1
靚湯水,leng1 tong1 söi2
領酒席,leng1 zäu2 zäk6
雷克斯暴龍,löi4 häk2 si1 bäu6 lung4
雷姆斯汀,löi4 mu1 si1 täng1
雷諾數,löi4 nok6 su1
鐳射唱機,löi4 se6 cöng1 gi1
鐳射印表機,löi4 se6 yäng1 biu2 gi1
雷聲大雨點小,löi4 säng1 dai6 yü1 dim2 siu2
旅遊巴士司機,lü1 yäu4 ba1 si2 si1 gi1
壘上有人,löi1 söng6 yäu1 yäng4
壘上無人,löi1 söng6 mu4 yäng4
濾毒通風裝置,lü6 duk6 tung1 fung1 zong1 zi1
類函數,löi6 ham4 su1
類屬詞典,löi6 suk6 ci4 ding2
卵裂,läng2 lik6
卵精巢,läng2 zäng1 cau4
倫琴射線,läng4 käm4 se6 sing1
淪沒,läng4 muk6
燐質,läng4 zäk2
輪住值班,läng4 zü6 zäk6 bæng1
輪轉機,läng4 züng1 gi1
論長道短,läng6 cöng4 däu6 düng2
